SDG10Word,SDG11Word,SDG12Word,SDG13Word,SDG14Word,SDG15Word,SDG16Word,SDG17Word,SDG1Word,SDG2Word,SDG3Word,SDG4Word,SDG5Word,SDG6Word,SDG7Word,SDG8Word,SDG9Word,common,constraint,direction,pNo,recommendation,text
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,wastewater,-0,-0,-0,1,0,2,6027,0,UN-Water Analytical brief on Wastewater Management UN-Water Analytical brief on Water Efficiency UN-Water Analytical brief on Water quality Monitoring UN-Water Country briefs UN-Water Policy brief on Discrimination and the Right to Water and Sanitation UN-Water Report on the international Decade for Action Water for Life 2005-2015
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,sanitization,-0,-0,-0,1,0,2,6027,0,UN-Water Analytical brief on Wastewater Management UN-Water Analytical brief on Water Efficiency UN-Water Analytical brief on Water quality Monitoring UN-Water Country briefs UN-Water Policy brief on Discrimination and the Right to Water and Sanitation UN-Water Report on the international Decade for Action Water for Life 2005-2015
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,water and sanitation,-0,-0,-0,1,0,2,6027,0,UN-Water Analytical brief on Wastewater Management UN-Water Analytical brief on Water Efficiency UN-Water Analytical brief on Water quality Monitoring UN-Water Country briefs UN-Water Policy brief on Discrimination and the Right to Water and Sanitation UN-Water Report on the international Decade for Action Water for Life 2005-2015
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,water quality,-0,-0,-0,1,0,1,6027,0,UN-Water Analytical brief on Wastewater Management UN-Water Analytical brief on Water Efficiency UN-Water Analytical brief on Water quality Monitoring UN-Water Country briefs UN-Water Policy brief on Discrimination and the Right to Water and Sanitation UN-Water Report on the international Decade for Action Water for Life 2005-2015
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,79,0,Food and agriculture 7.1 improving resource use efficiency 7.2 Conserving protecting and enhancing natural resources 7.3 rural livelihoods and social wellbeing 7.4 improving resilience 7.5 effective governance
-0,organizations,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,0,0,2,174,1,With the 1992 un Conference on environment and development the rio summit through to the 2000 united nations Millennium declaration and its eight Millennium development Goals MdGs sustainable development has become integrated into the un system as the organizing principle for sustaining the finite resources necessary to provide for the needs of future generations of life on the planet .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,1,0,1,238,0,disruption of ecosystems through unabated urbanization inappropriate agricultural practices deforestation and pollution are among the factors undermining the environments capacity to provide ecosystem services including clean water .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,373,0,access to water sanitation and hygiene WasH has been made universal through the massive deployment of urban water infrastructure as well as through decentralized smallscale water purification technology in remote areas leading to widely improved health conditions and allowing a life of human dignity for all persons .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,1,0,2,373,0,access to water sanitation and hygiene WasH has been made universal through the massive deployment of urban water infrastructure as well as through decentralized smallscale water purification technology in remote areas leading to widely improved health conditions and allowing a life of human dignity for all persons .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,0,1,2,460,0,Practices like efficient irrigation techniques can have a dramatic impact on reducing water demand especially in rural areas .
-0,rural areas,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,0,1,2,460,0,Practices like efficient irrigation techniques can have a dramatic impact on reducing water demand especially in rural areas .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,1,0,1,544,0,the disruption of ecosystems through unabated urbanization inappropriate agricultural practices deforestation and pollution is undermining the environments capacity to provide basic waterrelated services e .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,582,0,High urbanization rates in many countries have not been matched by governments ability to provide adequate drinking water and sanitation infrastructure and improved service delivery un- Habitat 2011 .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,582,0,High urbanization rates in many countries have not been matched by governments ability to provide adequate drinking water and sanitation infrastructure and improved service delivery un- Habitat 2011 .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,592,0,in most countries funding for water infrastructure comes from government allocations although many developing countries still depend on external assistance to fund water resources management and utilities .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,2,592,0,in most countries funding for water infrastructure comes from government allocations although many developing countries still depend on external assistance to fund water resources management and utilities .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,690,0,one quarter of the global population also live in developing countries that face water shortages due to weak governance and human capacities and a lack of infrastructure to transport water from rivers and aquifers Comprehensive assessment of Water Management in agriculture 2007 .
-0,population,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,1,690,0,one quarter of the global population also live in developing countries that face water shortages due to weak governance and human capacities and a lack of infrastructure to transport water from rivers and aquifers Comprehensive assessment of Water Management in agriculture 2007 .
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,716,0,Poverty can also render existing investments in water less efficient since households and communities often find it difficult to finance operate and maintain infrastructure such as rural water pumps .
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,716,0,Poverty can also render existing investments in water less efficient since households and communities often find it difficult to finance operate and maintain infrastructure such as rural water pumps .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,716,0,Poverty can also render existing investments in water less efficient since households and communities often find it difficult to finance operate and maintain infrastructure such as rural water pumps .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,716,0,Poverty can also render existing investments in water less efficient since households and communities often find it difficult to finance operate and maintain infrastructure such as rural water pumps .
-0,schools,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,1,0,2,724,0,this means that access to good schools health care electricity safe water and other critical services still remains elusive for many people who live in economies on the rise .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,819,0,in addition infrastructure to reduce risk of water scarcity and to manage waterrelated disasters such as floods and droughts can make a countrys development efforts more sustainable by reducing the vulnerability and or increasing the resilience of economies to extreme events box 3.2 .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,885,0,some countries may give priority to investments in infrastructure for hydropower and irrigation for economic growth .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,1,887,0,in other cases technologies and financial resources to invest in water infrastructure might be available while the institutional capability is lacking leading to poor or nonexistent service provision .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,0,1,2,887,0,in other cases technologies and financial resources to invest in water infrastructure might be available while the institutional capability is lacking leading to poor or nonexistent service provision .
-0,municipalities,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,0,1,2,926,0,Household municipal and farm wells in the Midwest had to be extended deeper into aquifers to make up for the lack of rainfall draining groundwater supplies and demanding more electricity to run the pumps .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,938,0,an emphasis on infrastructure to unlock the economic growth potential of water in the early stages of a countrys economic development .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,939,0,once the marginal benefits of further development decrease emphasis must gradually shift towards building human and institutional capabilities to enhance water efficiency and sustainability and secure economic and social development gains .
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,1,1266,0,Persistently nonfunctioning community supplies Failure to treat wastewater or safely handle excreta Leakage and intermittency of utility piped water
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,1,0,2,1362,0,in addition to the clear risk to the health of communities where open defecation takes place the consequences for water and the environment are severe .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,0,1,2,1521,0,as easily available surface water and groundwater sources have been depleted in many urbanized areas cities will have to go further or dig deeper to access water or will have to depend on innovative solutions or more advanced technologies such as reverse osmosis for desalination or reclaimed water to meet their water demands see WWaP 2015 Chapter 1 Case study towards sustainable groundwater management in asian cities .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,0,1,2,1521,0,as easily available surface water and groundwater sources have been depleted in many urbanized areas cities will have to go further or dig deeper to access water or will have to depend on innovative solutions or more advanced technologies such as reverse osmosis for desalination or reclaimed water to meet their water demands see WWaP 2015 Chapter 1 Case study towards sustainable groundwater management in asian cities .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,0,1,1,1531,0,as shown in figure 6.1 by 2050 global water demand is projected to increase by 55 mainly due to growing demand from manufacturing thermal electricity generation and domestic use all of which mainly results from growing urbanization in developing countries although the MdG target on access to safe drinking water as measured by the proportion of population using an improved drinking water source see box 1.1 was met in 2010 the progress in urban areas has not been able to keep up with the rapid pace of urbanization figure 6.2 .
-0,population,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,0,1,1,1531,0,as shown in figure 6.1 by 2050 global water demand is projected to increase by 55 mainly due to growing demand from manufacturing thermal electricity generation and domestic use all of which mainly results from growing urbanization in developing countries although the MdG target on access to safe drinking water as measured by the proportion of population using an improved drinking water source see box 1.1 was met in 2010 the progress in urban areas has not been able to keep up with the rapid pace of urbanization figure 6.2 .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,0,1,1,1531,0,as shown in figure 6.1 by 2050 global water demand is projected to increase by 55 mainly due to growing demand from manufacturing thermal electricity generation and domestic use all of which mainly results from growing urbanization in developing countries although the MdG target on access to safe drinking water as measured by the proportion of population using an improved drinking water source see box 1.1 was met in 2010 the progress in urban areas has not been able to keep up with the rapid pace of urbanization figure 6.2 .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,1941,0,2 Pollution and wastewater management Many cities in developing countries do not have the necessary infrastructure to collect and treat wastewater .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,1941,0,2 Pollution and wastewater management Many cities in developing countries do not have the necessary infrastructure to collect and treat wastewater .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,1,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,2,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,2,1954,0,3 Institutional capacity and water governance Given the rapid pace of urbanization the institutional capacity of local and national governments and water utilities to increase investments and manage the delivery of services is becoming critical especially in cities with old and poorly maintained water and sanitation infrastructure and cities in the developing world .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,2000,0,Many cities in developing countries do not have the necessary infrastructure to collect and treat wastewater safe water sanitation and hygiene should stimulate action to address this critical issue .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,2000,0,Many cities in developing countries do not have the necessary infrastructure to collect and treat wastewater safe water sanitation and hygiene should stimulate action to address this critical issue .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,0,0,2,2002,1,in doing so governments and service providers can learn from experiences of successful and innovative initiatives that focus on the needs of urban poor and create an enabling environment for service delivery box 6.1 .
-0,provinces,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,0,1,2018,1,As a result the province is able to provide clean water to all its 200 000 residents while minimizing the need to invest in water treatment infrastructure .
-0,residents,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,0,2,2018,1,As a result the province is able to provide clean water to all its 200 000 residents while minimizing the need to invest in water treatment infrastructure .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,1,2028,0,The Phnom Penh Water Supply Authority PPWSA which has transformed itself from a nearbankrupt demoralized and corrupt institution into one of the best water utilities in the world can provide valuable experiences for other cities .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,2,2028,0,The Phnom Penh Water Supply Authority PPWSA which has transformed itself from a nearbankrupt demoralized and corrupt institution into one of the best water utilities in the world can provide valuable experiences for other cities .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,1,2031,0,The fact that Phnom Penh has been able to reduce its unaccountedfor water from over 60 in 1998 to just 6 by 2008 which is comparable to Singapore demonstrates that state managed utilities in developing countries can be efficient if they have good leadership and governance .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,2031,0,The fact that Phnom Penh has been able to reduce its unaccountedfor water from over 60 in 1998 to just 6 by 2008 which is comparable to Singapore demonstrates that state managed utilities in developing countries can be efficient if they have good leadership and governance .
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,0,2,2036,1,The study found however that sustained use of the infrastructure over the long term requires some external monitoring and support as community groups often lose enthusiasm and are reluctant to fund major repairs on their own .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,2047,0,3 Urban water governance the target on equitable participatory and accountable water governance will require strong political commitment appropriate policy and legal frameworks effective institutional structures efficient administrative systems and capable human resources .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,2047,0,3 Urban water governance the target on equitable participatory and accountable water governance will require strong political commitment appropriate policy and legal frameworks effective institutional structures efficient administrative systems and capable human resources .
-0,settlements,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,recycle,-0,-0,1,0,1,2057,0,since transportation accounts for much of the cost of wastewater management decentralized systems that treat wastewater close to the source using simple technologies that maximize recycling of water and nutrients can be more effective particularly in poor and periurban settlements box 6.4 .
-0,settlements,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,1,0,1,2057,0,since transportation accounts for much of the cost of wastewater management decentralized systems that treat wastewater close to the source using simple technologies that maximize recycling of water and nutrients can be more effective particularly in poor and periurban settlements box 6.4 .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,1,2064,0,the sectors requiring the main bulk of this investment will be water supply and flood protection infrastructure and coastal zones with urban areas requiring an estimated 80 of the total funding required for adaptation World bank 2010b .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,0,1,2065,1,as most of this investment will be needed in developing countries where the infrastructure and systems are yet to be built there are possibilities for making future cities climate smart thus reducing climate risks and maximizing environmental and economic benefits .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,0,2,2065,1,as most of this investment will be needed in developing countries where the infrastructure and systems are yet to be built there are possibilities for making future cities climate smart thus reducing climate risks and maximizing environmental and economic benefits .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,incentives,-0,-0,0,0,2,2157,1,Since most of the more sustainable technologies have higher costs of implementation and low impacts on rural income it is crucial to establish a financial incentive system to support their adoption .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,0,0,2,2157,1,Since most of the more sustainable technologies have higher costs of implementation and low impacts on rural income it is crucial to establish a financial incentive system to support their adoption .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,incentives,-0,-0,0,0,2,2158,1,With financing from GEF 2006-2011 the World Bank 2010-2018 federal and state programmes and the private sector Rio Rural will invest US 200 million on 180 000 ha and benefiting 78 000 farmers of which 47 000 receive direct financial incentives and technical assistance to improve productivity .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,1,0,2,2160,0,The Rio Rural strategy for longterm sustainability of farmers agroecosystems is to ensure that every farming technology upgrade is jointly adopted with a conservation practice so farmers are able to raise productivity while improving environment quality .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,1,0,1,2160,0,The Rio Rural strategy for longterm sustainability of farmers agroecosystems is to ensure that every farming technology upgrade is jointly adopted with a conservation practice so farmers are able to raise productivity while improving environment quality .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,incentives,-0,-0,0,0,2,2163,1,Rio Rural offers technical support and financial incentives to income generation activities and watershed management committees invest earmarked shares of water fees directly in the conservation practices .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,incentives,-0,-0,1,0,1,2175,0,experience from high income countries shows that a combination of incentives including more stringent regulation enforcement and welltargeted subsidies can help reduce water pollution fao 2012b .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,1,2184,0,the vulnerability of rural people remains considerable due to a combination of highly variable and erratic precipitation poor development of hydraulic infrastructure management and markets nonconducive land and water governance and a lack of access to water for domestic and productive uses .
-0,schools,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,2202,0,In addition the project provided a variety of infrastructure including schools maternity centres veterinary facilities shops and storehouses and it included womens empowerment programmes microcredit and adult literacy courses .
-0,population,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,2204,0,Ten years after project completion most of the hydraulic infrastructure was still in place and functioning for the benefit of local populations .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,2213,0,Female farmers who account for the majority of all subsistence farmers could produce enough additional food to reduce the number of the worlds hungry by 150 million would also create room for acknowledging the multiple users of water so that their planning can be compatible with longterm urban energy and transport infrastructure perspectives .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,1,0,2,2247,0,In response a rapid growth of bore wells was observed with steadily increasing depths related to the flatrate rural electricity tariff .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,environment,-0,-0,1,0,2,2255,0,policy legal and institutional environments that strike the right balance between private and public sector initiatives and ensures accountability equity transparency and appropriate legislation box 7.5 .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,1,0,2,2274,0,it has been estimated that electricity accounts for 5 to 30 of the total operating cost of water and wastewater utilities World bank 2012 but in some countries such as india and bangladesh it can be as high as 40 van den berg and danilenko 2011 .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,utilities,-0,-0,1,0,1,2274,0,it has been estimated that electricity accounts for 5 to 30 of the total operating cost of water and wastewater utilities World bank 2012 but in some countries such as india and bangladesh it can be as high as 40 van den berg and danilenko 2011 .
-0,underserved,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,0,1,2,2286,0,caused by lack of safe drinking water and sanitation and respiratory diseases caused by indoor air pollution is a point of evidence that it is the same people that are underserved by water services and electricity .
-0,underserved,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,energy services,-0,-0,1,0,1,2288,0,Meeting any sustainable development goal related to health and by association to poverty education and overall equity is therefore contingent on providing access to safe water and energy services to all including women and children who represent a disproportional share of the underserved .
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,renewables,-0,-0,0,1,2,2329,1,in addition to displacing water intensive thermal power renewables offer additional benefits including enhancing energy security and diversity reducing GHG emissions and local air pollution contributing to green growth and minigrid or offgrid solutions which are often less costly than grid extension to rural areas iea 2013 .
-0,rural areas,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,renewables,-0,-0,0,1,2,2329,1,in addition to displacing water intensive thermal power renewables offer additional benefits including enhancing energy security and diversity reducing GHG emissions and local air pollution contributing to green growth and minigrid or offgrid solutions which are often less costly than grid extension to rural areas iea 2013 .
-0,organizations,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,electricity,-0,-0,1,0,1,2365,0,improved cooperation between regional electrical grids and transboundary basin organizations operating in the same region in conjunction with the respective national governments could potentially help to better coordinate water management and the energy sector via hydropower development .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,2414,0,in developed countries the emphasis is mainly on efficiency measures to conserve water resources that already exist .
-0,population,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,energy consumption,-0,-0,0,1,2,2773,0,there is also a challenge to collect data and improve understanding of interactions and feedbacks between the water cycle and other natural and human processes such as the carbon cycle population growth food production energy consumption and ecosystem services .
-0,community,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,1,0,1,2781,0,new technologies for visualization and communication of data and simulations infographics are emerging spiegelhalter et al .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,1,0,2,2963,0,australia ecoefficient water infrastructure development indonesia and the Philippines and urban wetlands Kolkata india .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,2967,1,financing and managing the future needs of urban water infrastructure will be a considerable challenge particularly for the regions rapidly growing smalland mediumsized cities where resources and capacity are limited .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,2967,1,financing and managing the future needs of urban water infrastructure will be a considerable challenge particularly for the regions rapidly growing smalland mediumsized cities where resources and capacity are limited .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,renewables,-0,-0,1,0,2,3040,0,Per capita share of renewable water resources in selected Arab region countries 2011
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,share of renewable,-0,-0,1,0,2,3040,0,Per capita share of renewable water resources in selected Arab region countries 2011
-0,rural,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,0,0,2,3082,1,the urgent social and political need to ensure food security while avoiding negative impact on rural livelihoods has led arab governments with agriculturedependent segments of society to pursue irrigation efficiency programmes wastewater reuse and water harvesting schemes as ways to conserve water resources .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,1,3084,0,egypt Jordan lebanon Morocco oman and tunisia have also sought to rehabilitate irrigation canals terraces and traditional water networks to improve agricultural water use efficiency although flood irrigation remains dominant in many countries iCarda Gef ifad 2013 .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,alternative energy,-0,-0,0,0,2,3086,1,although several countries in the region are rich in oil and gas reserves desalination can not be a sustainable option unless alternative energy sources are considered .
-0,countries,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,3124,0,improved water use efficiency is being promoted through Green Help desks and Clean Production Centres instituted in most arab countries .
-0,institutions,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,1,0,2,3124,0,improved water use efficiency is being promoted through Green Help desks and Clean Production Centres instituted in most arab countries .
-0,population,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,3166,0,these deficiencies in governance manifest themselves in unsustainable and informal practices of water use water pollution particularly in and downstream from densely populated urban areas and especially in the proliferation of conflicts in relation to most large infrastructure and natural resources development projects Martin and Justo 2014 .
-0,urban,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,3166,0,these deficiencies in governance manifest themselves in unsustainable and informal practices of water use water pollution particularly in and downstream from densely populated urban areas and especially in the proliferation of conflicts in relation to most large infrastructure and natural resources development projects Martin and Justo 2014 .
-0,organizations,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,technologies,-0,-0,0,0,2,3171,1,which increasingly use economic means such as charges efficient costs markets and social evaluation iii independent water authorities with powers and resources commensurate with their responsibilities supported by river basin organizations iv water allocation and especially reallocation systems that promote investment in water development and conservation ensure efficient and orderly water use avoid monopolies and facilitate control in the public interest and v water pollution control systems able to mobilize the necessary technological and financial resources solanes and Jouravlev 2006 .
-0,organizations,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,efficiency,-0,-0,0,0,2,3171,1,which increasingly use economic means such as charges efficient costs markets and social evaluation iii independent water authorities with powers and resources commensurate with their responsibilities supported by river basin organizations iv water allocation and especially reallocation systems that promote investment in water development and conservation ensure efficient and orderly water use avoid monopolies and facilitate control in the public interest and v water pollution control systems able to mobilize the necessary technological and financial resources solanes and Jouravlev 2006 .
-0,city,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,infrastructure,-0,-0,0,1,2,3180,0,Many cities still suffer from episodic flooding because of inadequate stormwater drainage infrastructure and deficiencies in urban planning WWaP 2012 .
